user_id,skill,correct,ms_first_response,hint_count,attempt_count,Average_confidence(FRUSTRATED),Average_confidence(CONFUSED),Average_confidence(CONCENTRATING),Average_confidence(BORED)
100022,PYTHON-P1,0.8794929638743144,3561.1904480489625,0,5,0.0930673784415482,0.35524566590271944,0.32032912005846204,0.3099962913361007
100023,JAVA-Q2,0.8230044554149432,2954.5698595619406,0,3,0.7045912493690263,0.29704360583795686,0.20036111297962123,0.4145453026381285
100024,PYTHON-P1,0.7112804739475245,2844.909058449224,2,1,0.2639922706735299,0.14416243673264056,0.38053444430015865,0.2152970376581977
100025,SQL-Q2,0.5214986122380322,2875.6932495790966,0,4,0.7522869250954217,0.7111185594941705,0.886588168363144,0.9377590306115178
100026,PYTHON-P2,1.0,3474.4508028665796,2,0,0.6624840975352724,0.3756823234227608,0.7640621617597328,0.8028088497849257
100027,AI-Quiz2,0.7814449514786501,2192.2949389983114,1,1,0.6934343875376385,0.5683081272727679,0.14083110300405613,0.5624815280046835
100028,PYTHON-P1,0.6230434364543208,2133.2143590750425,1,3,0.5843550396845474,0.5274399654202803,0.8820165334699881,0.6237847457409502
100029,SQL-Q2,0.7428044973162979,2158.9115682151623,1,2,0.4938393332784896,0.7230434880865204,0.5927180242083455,0.5026157049183595
100030,JAVA-Q1,0.493379814650441,2161.516337430921,1,5,0.6615222603914908,0.5617579761601658,0.48103861825881344,0.5370162019301734
100031,AI-Quiz1,0.6721257544556142,2656.241318396318,1,2,0.4976881330124269,0.7244267703959896,0.4811555485128848,0.7050215581675425
100032,SQL-Q1,0.8344952253642772,1994.1292655009995,1,5,0.23050542593519363,0.10449514178083952,0.5361612309302494,0.2161215479790798
100033,AI-Quiz1,1.0,3426.9860874103724,1,2,0.6209185567636941,0.5942827993071057,0.16613542583233706,0.10477359546849685
100034,PYTHON-P2,0.9486970700046313,1456.607207035648,1,2,0.5785635199256196,0.23280735895136978,0.6257267647590694,0.4353149564637777
100035,AI-Quiz1,1.0,3968.594331321655,1,1,0.576638048080561,0.6527242155502107,0.44487862465252825,0.6862818403560644
100036,AI-Quiz2,0.47850497435972883,1977.2502640941507,0,0,0.7344967428101551,0.5124681609411716,0.7436342208954843,0.3955749527603291
100037,AI-Quiz2,0.8245665599235402,2981.7105688352467,0,5,0.05562510451355968,0.6064307670555223,0.8317264431841143,0.19417544644973317
100038,JAVA-Q2,0.5616790331604344,2703.106568315433,0,3,0.7535141389099318,0.6745602847123158,0.862211048363808,0.4087454510207495
100039,AI-Quiz1,0.6609055974226417,2943.9761236831355,1,3,0.2612464301103035,0.557819848605369,0.7872177996062234,0.1841540576346949
100040,SQL-Q2,0.8796606538127656,2261.6609194852044,0,3,0.6739602715489488,0.025623264108436142,0.282438004304308,0.15871048684269806
100041,PYTHON-P2,0.5357791181135027,2206.9246153725117,2,0,0.2840439381531076,0.33792230481279784,0.6939188913555493,0.26940690586409877
100042,SQL-Q2,0.8851238068430622,2629.0741079456852,3,4,0.5050139353946467,0.39475081717972205,0.6482532263964247,0.4500268358198447
100043,SQL-Q1,0.5023173070041689,2804.930616132645,2,0,0.36029327920201343,0.540354971133121,0.33526895714665766,0.17974545588542498
100044,SQL-Q2,0.9281688457263821,3931.7281203123116,0,4,0.7986225268132494,0.32775167975491626,0.19329557875736983,0.11429919984658259
100045,JAVA-Q2,0.7753294783516302,3930.8165970756463,3,2,0.39883835073580876,0.32276233898506373,0.6037452800961561,0.41781550164310366
100046,PYTHON-P2,0.7473895030609472,3549.6393428751485,1,8,0.40474725543173534,0.3870531069416732,0.7748759234274338,0.5889318990071802
100047,SQL-Q1,0.83371607542541,4377.097108233943,1,2,0.7569849187662157,0.4904241945394096,0.9270611267940047,0.565302034090721
100048,AI-Quiz2,0.7744820640709017,2053.4460152992187,3,1,0.5921312467240469,0.35263132285614096,0.4830693740443301,0.7538577534529571
100049,JAVA-Q2,0.8539751719841213,3303.2445921098943,1,5,0.625930193147069,0.6248187722416271,0.5512821684844069,0.4535481774851263
100050,SQL-Q1,1.0,1874.071335060234,0,1,0.2702828603921109,0.3296424288279593,0.28755360873251323,0.6666081599201772
100051,AI-Quiz2,0.7033029300462208,2335.468849663036,0,0,0.41942334444875157,0.8745722822599138,0.4355663193693839,0.5671976115903191
100052,PYTHON-P2,1.0,2502.729970553849,0,2,0.20681912885535447,0.5516716204748853,0.5970187371673301,0.8098111760610863
100053,AI-Quiz1,0.9596114523566727,2155.633062935736,0,3,0.6639440581353809,0.2609552379931626,0.2148098915075427,0.9337893255934451
100054,PYTHON-P1,0.9285110359500672,2042.5251066874494,0,2,0.6805649855730079,0.7523878718300737,0.606118381077285,0.7234986115347046
100055,SQL-Q1,0.9325378523397373,3243.306438501684,0,2,0.5180667130866187,0.9818848980259506,0.05576908282177794,0.22075336639997098
100056,AI-Quiz2,0.5751409689629363,2336.8030077012536,0,2,0.291539039597375,0.39499142011768607,0.6471975467222559,0.42036335703343564
100057,AI-Quiz2,0.9047382205153149,2166.8781368424548,1,6,0.6840473875448126,0.7412681899758116,0.8925142794355123,0.43008236632311503
100058,PYTHON-P2,0.7099517564597784,3977.5671371511808,5,1,0.3398038296374227,0.799719508891243,0.7108581283445923,0.3751257397917943
100059,AI-Quiz2,0.7530320383886108,3017.875954990206,0,1,0.37035573796045085,0.6755298698472374,0.498345575654495,0.5846261897910616
100060,AI-Quiz2,0.6643133501940468,3034.0068466637445,2,1,0.5347759259981608,0.6396776793655108,0.3223721884509095,0.10979047399262833
100061,PYTHON-P1,0.695529744623245,2343.914070469429,0,4,0.7399546380870471,0.3823254078265455,0.1430549411316869,0.19141012441326097
100062,SQL-Q2,0.8067558381310076,3572.468805904357,1,2,0.3616198622591779,0.5424895911196418,0.6041086379190138,0.304044263050393
100063,SQL-Q1,0.7861410784442864,2617.393940175305,0,4,0.530662732002318,0.632322491293995,0.5711198547789945,0.37956027206910886
100064,AI-Quiz2,0.4236235223996862,2613.3147743472646,3,4,0.8265366039690676,0.8760802466337019,0.46473485117444446,0.6796614090851829
100065,JAVA-Q1,0.6545503537889574,3173.865941063573,3,3,0.7439225079485982,0.7003226143308412,0.3291698567176228,0.4873570013866987
100066,JAVA-Q1,0.6860681411847646,3475.8480315919223,0,2,0.6428214645728666,0.7485207352054737,0.644916259351405,0.787066520593405
100067,JAVA-Q2,0.6242235494712702,2038.029278767231,2,3,0.5927943144698163,0.49312550340675504,0.8036314291093595,0.5821406868005382
100068,AI-Quiz1,0.5980089275509939,2719.1979524143726,2,5,0.7951660874655938,0.4215037125649118,0.2849040729549045,0.625312232085373
100069,SQL-Q1,0.8234179713888128,2564.4545636850753,0,1,0.5223712464212427,0.7191803976827034,0.8083904179510154,0.615089717345245
100070,SQL-Q2,1.0,3403.3953693660164,2,4,0.2797130387947997,0.4911561756920534,0.1847107253667479,0.4364685237831068
100071,AI-Quiz2,0.9944281437959422,3364.836333131396,2,1,0.5390715405595987,0.05484139946604738,0.8031344079487996,0.39718973215169967
100072,JAVA-Q2,0.6563253425081427,1067.762641055346,1,2,0.25452693385435143,0.6898276244185618,0.543954957987854,0.3791774963897224
100073,AI-Quiz2,0.8143804565705399,1020.3397755646815,0,3,0.46662270713528053,0.16547106914220316,0.818535313028039,0.38356816900959867
100074,AI-Quiz2,0.8353123233257418,3816.9936488837075,0,3,0.817815680559707,0.5578663239136712,0.12955499207684437,0.8940896940397429
100075,PYTHON-P1,0.9373667471300168,1208.839457579401,1,1,0.4090836875800025,0.42907677518719656,0.3573073941783223,0.6854076709906152
100076,PYTHON-P2,0.7938462424256141,3392.725216529704,1,3,0.4816062902370453,0.5982865549598977,0.2993800731824162,0.12232058795377285
100077,AI-Quiz2,0.45771407978155493,3436.9012723272285,0,1,0.7286587042133555,0.813885740629518,0.42017213025935934,0.22631292327527766
100078,PYTHON-P2,0.5698270006453803,2429.417991035407,1,3,0.18121919609015777,0.48988825163812927,0.7141193455075097,0.6475480659606354
100079,AI-Quiz1,0.7265280622213832,2899.1639094479397,2,2,0.6429597504223588,0.3197630103491167,0.5730115443226883,0.5626613550710067
100080,PYTHON-P1,0.413580548906224,2954.4377739375554,1,1,0.6245135312636042,0.4438720868901556,0.6732723099346045,0.8405662290687719
100081,JAVA-Q2,0.7638182835387812,2706.956449988562,3,7,0.5516758892523249,0.15987854165332732,0.6656823475504764,0.3529785113339141
100082,PYTHON-P2,0.6965006709487129,2896.7617555166316,3,1,0.2949161063553574,0.4612717098468678,0.6379760943306687,0.23822163727202503
100083,JAVA-Q1,1.0,3045.551619230729,1,0,0.6611908923777523,0.5285487413123576,0.06855437874668949,0.19642829128287334
100084,SQL-Q2,0.597306643257333,2809.153754555261,1,0,0.47987842148487536,0.07620067649587126,0.07783538400676825,0.8309087904354878
100085,AI-Quiz1,0.7173588559564827,1220.717207123109,0,1,0.8257623905774798,0.40422158842091493,0.7718053013474953,0.8074311622199962
100086,PYTHON-P2,0.6976140947443545,3220.385818589449,0,1,0.3454239432449979,0.3378800622525993,0.5876201912544311,0.25860454667520844
100087,PYTHON-P1,0.6248420095416194,2616.889159424879,1,3,0.2438769122112334,0.6554538804946292,0.5639548282504632,0.6066875464307732
100088,JAVA-Q2,0.7187986126355794,3735.29025756723,2,2,0.3426013345965753,0.5136013903245452,0.5104650984747214,0.740762068867336
100089,AI-Quiz2,0.40846738149706985,4949.199694398929,1,2,0.7973967112082182,0.14370038813155378,0.5842311722630124,0.45846616707265714
100090,SQL-Q1,0.7350756213216176,2489.9928825149327,1,5,0.10564745905703957,0.7409153278580621,0.8019013261353819,0.738276158932823
100091,SQL-Q1,0.961653391328059,3219.85051149131,1,0,0.3697523371660421,0.46952996225748583,0.35582144409005434,0.44822764664788545
100092,SQL-Q2,1.0,3987.6284003543915,2,2,0.3027601154374578,0.7092761440991224,0.21794653544871037,0.15371925243034934
100093,AI-Quiz2,0.6232026014481127,4574.142182557259,1,3,0.5884854072712533,0.18021394417075468,0.11225111299844927,0.7075278039653233
100094,PYTHON-P1,0.6210356405556838,2446.3035658594854,1,3,0.4581864555134094,0.7011006726117919,0.6008085073819945,0.35344345797715593
100095,AI-Quiz2,0.5435472486117385,1517.1443787708017,0,5,0.6029464465583653,0.026229544765388444,0.33872667021129255,0.1679669926692604
100096,JAVA-Q2,1.0,2079.3906899138146,4,2,0.4622752327612508,0.6469999253363549,0.48660979644609714,0.35840071173358723
100097,AI-Quiz2,1.0,1938.8096918265733,4,2,0.3475735719005662,0.7156867760848091,0.21145762340252114,0.23293591369054473
100098,PYTHON-P1,0.9451230439406343,834.690894918924,0,3,0.8133443040474851,0.7454631883082065,0.4397811108347008,0.7418993165909393
100099,JAVA-Q1,0.6024068164605454,2127.730939204177,1,3,0.22446575463910623,0.7995039069327976,0.4861097159730057,0.7753197829336652
100100,SQL-Q2,0.5557196432695017,2176.5264287793852,1,3,0.22169013676467683,0.7311928182627528,0.6021589460290434,0.6841264195738291
100001,SQL-Q2,0.5913649265368894,2198.9440684503447,2,0,0.04715919121732397,0.6593122561606375,0.19208549636573366,0.4004509744457579
100002,PYTHON-P2,0.5873370467471863,2049.406474181804,2,3,0.04284217941843917,0.7654883248011403,0.5508937167728618,0.7087371212829673
100003,JAVA-Q2,0.6055234796966246,2663.830297040539,2,0,0.6854204397269655,0.5890428981249256,0.34190192683877785,0.254164994005748
100004,PYTHON-P2,0.6178676611644882,2889.484785712637,0,0,0.3153575651870541,0.317735807796489,0.43840043229040554,0.22006101690203902
100005,AI-Quiz1,0.3011990214932905,3633.643980980079,0,3,0.3930925372522938,0.2335302860728596,0.7163353628451691,0.26640203780842264
100006,AI-Quiz1,1.0,3489.9303949149025,2,2,0.7253427135304368,0.7602440609075353,0.7649393407082546,0.6371451426890701
100007,AI-Quiz2,0.9459401234777803,2640.586059173569,0,2,0.7317504118920806,0.25917076895545343,0.5817514198198885,0.5206834649912857
100008,SQL-Q1,0.5852323085175696,2867.7846296349353,1,5,0.3933927030811974,0.5445506251726675,0.6826063927538772,0.5368755846139739
100009,JAVA-Q1,0.6121912078532236,2034.1652924391044,1,0,0.7463366753002733,0.2064915479580066,0.7642804499512549,0.2618384161064056
100010,SQL-Q1,0.7196763625192346,2750.998920890777,1,2,0.4495984665448915,0.31807804930622013,0.4795704185811118,0.6048788154661299
100011,JAVA-Q2,0.5915236665902289,5054.348497697344,1,4,0.17010275993242974,0.709875571375224,0.5221978815354219,0.6767623177861904
100012,JAVA-Q2,0.7856525767191965,830.9561559392143,0,2,0.3095534850375018,0.8490022436438346,0.6614388867248252,0.25685878375370913
100013,JAVA-Q1,0.773497313603072,2707.850807542306,2,3,0.40542923277238113,0.5851428994925332,0.5423281289199939,0.5737006471399095
100014,AI-Quiz2,0.7595851102122425,2385.580927586654,2,3,0.4598115359065994,0.10554593948398723,0.25316046681958426,0.6765531095663877
100015,PYTHON-P2,0.3719991023805,2461.669043173748,2,3,0.785284828736785,0.7063973417321788,0.5208685968961321,0.5355707974503727
100016,AI-Quiz1,0.4691870274539657,1251.489955661951,1,4,0.4297521620499865,0.25611665833820224,0.2541534636182434,0.6668940234214538
100017,JAVA-Q2,0.7319835992194828,2619.858280347117,3,0,0.3313901012310252,0.37704379256395343,0.2750886789230555,0.2274110233706038
100018,PYTHON-P1,0.8815959028819318,2512.9957141646896,2,3,0.49771272406130995,0.7041439167641808,0.2115448660962081,0.7617078924997575
100019,AI-Quiz1,0.646433296401964,3079.226930330036,1,1,0.8288354449286466,0.5116491476024685,0.7110253731792601,0.4559319234811029
100020,SQL-Q2,0.6191480990672782,2358.8079992373887,1,2,0.6001455341537641,0.11597534298850798,0.10075414482556325,0.4157419605353708
100021,SQL-Q1,0.6061965123562991,3822.451616645353,3,1,0.33421436638630886,0.8013627488398519,0.21371635676295286,0.7921062066889581
100022,PYTHON-P2,0.7130156090503538,3136.4609969782578,1,2,0.228071941305202,0.1450334372649794,0.44133207214779435,0.8293599134703566
100023,SQL-Q2,0.9391613586597611,2881.550235900815,1,4,0.7861618587850218,0.5600872679907768,0.7655073148907461,0.855316136371384
100024,JAVA-Q1,1.0,1693.872360372387,0,3,0.15131856881833425,0.34449976600210386,0.48648777184641584,0.33627907979338023
100025,PYTHON-P2,0.7387892745037009,3534.7501286974443,0,1,0.4336753845449334,0.2308387958902971,0.43488277419146804,0.46870550253689114
100026,JAVA-Q1,0.5629494714205736,2140.772984506445,0,4,0.6046388453044108,0.6000380157988922,0.2039356416737148,0.7300720664711348
100027,SQL-Q1,0.7350577850462148,2578.7420998262533,0,5,0.3657112794238252,0.20601807059148192,0.44562471107008494,0.5728981543921663
100028,PYTHON-P2,0.4595999132373607,2788.0319934407935,1,4,0.5749154136870903,0.6087480504816843,0.4226963720143026,0.5175131420468994
100029,AI-Quiz2,0.6646712748803618,1240.563238113934,0,3,0.18245789665337792,0.24433279795843973,0.638119215762812,0.4119552222976187
100030,SQL-Q2,0.5797052443713446,995.7336229497241,1,0,0.40330609878402857,0.7779891881938119,0.6368353868120337,0.24434704983388275
100031,AI-Quiz2,0.7459974011205436,2903.3541130778603,0,3,0.7238809583143991,0.33740189834024853,0.4171277514301336,0.4424162296540941
100032,AI-Quiz1,0.8497477672002736,1823.3000120080683,2,2,0.31485542528895105,0.44542789887199447,0.09616553394032704,0.5759545586257764
100033,JAVA-Q1,0.663076770073387,2015.592087906285,0,1,0.7926298969811632,0.48158918080869584,0.26954530449401687,0.77925213534446
100034,AI-Quiz2,0.4304262229846124,2777.6529079357674,2,2,0.19783956949664366,0.6769687954935326,0.58848587678842,0.6925586827741937
100035,AI-Quiz1,0.7659571383660636,4187.098256421707,1,1,0.5415272642510577,0.5647728530580032,0.568758953605526,0.6398192080059832
100036,PYTHON-P2,0.5523965461819634,3818.931635778712,1,2,0.42439198791414506,0.27923320382468836,0.7040846621961747,0.7362931640949958
100037,AI-Quiz1,0.591893883978515,1627.7802036438597,0,1,0.6020052120022057,0.7414631082361856,0.27010348421864083,0.42639200698406515
100038,AI-Quiz1,0.8459624719723411,4477.436697643475,1,0,0.19166966616433542,0.6957404338202053,0.3330027936359276,0.6037759763990806
100039,JAVA-Q2,0.6955635727517097,3767.8012589560644,0,0,0.6101458384352155,0.6905315960389206,0.3184459975896418,0.25376598869423966
100040,SQL-Q1,0.7069716864112647,3582.3212987865772,0,0,0.3894263876126907,0.6570853917015415,0.8896168374284884,0.16542158232539875
100041,SQL-Q2,0.6349524439915585,3997.6936604551956,2,1,0.759801985500115,0.22895482625907954,0.07154357692362925,0.6185176926892579
100042,SQL-Q2,0.899489205298972,1468.5637143968154,0,1,0.30630995253715315,0.43587976693561353,0.6853359237765814,0.7765334695442907
100043,JAVA-Q1,0.9311363158712859,2472.5622806785304,1,3,0.26123247637582453,0.2249681850373142,0.2563930817451355,0.08919958833061704
100044,JAVA-Q2,0.6468271196537863,2571.069145167921,1,0,0.7246330670434378,0.6217110968911804,0.863914124239095,0.5731303177899724
100045,PYTHON-P1,0.4509740081908288,1966.9479117415663,1,3,0.4271081287131118,0.29197055208473194,0.44859198436262787,0.1137245771965221
100046,JAVA-Q2,0.5800042222850044,3559.9841897069805,3,2,0.24103091352263703,0.7589898040883771,0.28929063273401223,0.33610512774520784
100047,PYTHON-P1,0.5324781170928123,3582.6755922325865,0,2,0.39831076886363526,0.4543282329329486,0.16835335567143347,0.8022981915724612
100048,PYTHON-P2,0.6387514121183385,2129.0005294210423,1,0,0.18703109557489306,0.6799617942370373,0.5162082461123572,0.6700209649919381
100049,SQL-Q1,0.8951394278651532,4167.941963072865,2,2,0.3092611337630496,0.7429953510791485,0.5435594990012821,0.7292648691262418
100050,PYTHON-P1,0.9199609000220533,2099.902730253782,0,0,0.19457358948078918,0.5977315167477597,0.8204572417985816,0.1290694024101553
100051,JAVA-Q1,0.8921862018844053,2496.5783861832324,1,1,0.7288308325558012,0.4178064712489666,0.478549955604338,0.5809521608171616
100052,PYTHON-P2,0.8329979532327279,3315.243796509191,1,4,0.7537515921628051,0.1596899996951482,0.6634633308913731,0.8963649904051705
100053,PYTHON-P1,0.5497851841603553,2762.885170484793,0,2,0.48733838652540734,0.4172417110614261,0.43879037593747494,0.6258669344872879
100054,SQL-Q2,0.8856255615875159,3230.702221446342,1,4,0.5981073058895335,0.40779413640299095,0.4831135032814297,0.48906695380910775
100055,PYTHON-P1,0.787802934736171,2638.1916041481536,1,2,0.49465415775535054,0.0794724731464346,0.5826794255767169,0.7173270011870635
100056,SQL-Q2,0.8204352968378383,3551.3181584019585,4,0,0.7553913034587821,0.3725238054077414,0.3567838543609729,0.9755136867434001
100057,PYTHON-P2,0.6151911684907656,2662.741831709292,0,2,0.5060793967355507,0.406058224581534,0.6291309194846314,0.11449870879293868
100058,PYTHON-P1,0.8467044576588156,1920.158795697927,2,1,0.3099070500615772,0.47177914194586396,0.7350714145198921,0.3143185845388593
100059,SQL-Q1,0.5762512146828526,2339.9619941298274,3,1,0.4560596267559161,0.5925580500822509,0.3568848153022543,0.9624326928098481
100060,JAVA-Q2,0.7049568772954896,3925.460005658497,2,2,0.4341877145187033,0.7417660703424784,0.21293379036799312,0.8124099441570046
100061,AI-Quiz1,0.4549840906614217,2891.6222734554085,1,5,0.09189990924607457,0.765949702301062,0.33401783342951025,0.8852323491739227
100062,AI-Quiz1,0.9110581515509261,1327.4782153860194,2,1,0.7854360867861829,0.7213518886792986,0.5795582728626085,0.5722398548359996
100063,PYTHON-P1,0.6206513227741771,2316.830811014162,0,1,0.5637410983295053,0.4111825980958993,0.30797353688677476,0.8589639253733244
100064,AI-Quiz1,0.9419272609931448,2177.3237944293933,0,4,0.9122692432613396,0.26531479929880075,0.27736448391207275,0.3006259218136899
100065,SQL-Q1,1.0,2727.7070588541355,1,1,0.45233142389480113,0.5735054594836396,0.8421423712990075,0.7015356558089744
100066,AI-Quiz1,0.9153398236975074,3037.850432955086,0,2,0.6472982621781196,0.1420422579585631,0.573164596425971,0.709318440944598
100067,JAVA-Q2,0.7846307347919834,1596.1417010956163,2,2,0.46323842156406164,0.8085259800634087,0.5936041065413807,0.7715963589867034
100068,PYTHON-P1,0.7160463144918124,2780.592846840454,2,5,0.346876744418461,0.4652906083360601,0.4617334093325375,0.526721887320169
100069,AI-Quiz2,0.5215233942015609,2796.457839747084,2,3,0.28994754872974066,0.19134951482901616,0.38077321534212716,0.32040994917178695
100070,PYTHON-P2,0.8735654968869022,2941.5772337093663,0,2,0.14717599643466503,0.32351866943136187,0.5480312673708906,0.802408088003823
100071,SQL-Q2,0.8579790097854382,1338.8594344858689,1,1,0.5253391782443155,0.5350012306604273,0.5919666322650874,0.8989909055605144
100072,SQL-Q2,0.8716149539182192,3283.8199655451062,2,1,0.5403979214406356,0.47923966986854527,0.5818559593193586,0.7388714959411856
100073,SQL-Q2,0.4636280896446778,4382.797251870468,1,0,0.09043999378520448,0.7861669070755726,0.5962185784152213,0.5943280136534757
100074,SQL-Q1,0.6371240285666679,3319.2862879860877,0,3,0.05105903218366778,0.6494690997150635,0.5723328826512151,0.5305460052041137
100075,SQL-Q2,0.5991374970399903,995.2791582264495,1,1,0.454649387165733,0.6768030437298564,0.49156908614803496,0.43648607969141645
100076,PYTHON-P2,0.6924235484466562,1714.7596981021425,1,2,0.06302999890603292,0.5909239655079053,0.394387650279853,0.5379135554956691
100077,AI-Quiz2,0.8596238050489674,2470.2702196671007,2,1,0.5930086880322757,0.15226839046644441,0.5575786668485757,0.7461829836577049
100078,PYTHON-P2,0.5232350000098566,2518.8007834125788,1,5,0.26113120654819405,0.41496753383841556,0.47555449786985554,0.5797471425751355
100079,AI-Quiz2,0.9519325763050901,2948.0217685848756,3,1,0.5631679939489318,0.7971234706077538,0.3287378877370325,0.28058816458826863
100080,SQL-Q1,0.888255017678685,2853.1283201637716,2,2,0.260766266349473,0.5447232827188385,0.6769446438412184,0.5975530733125476
100081,SQL-Q1,0.6486409995173792,3734.005971416283,0,3,0.8524623819693747,0.4025717217190472,0.7783795341146744,0.6041810383466315
100082,SQL-Q1,0.6839099070480861,3896.008669484042,0,4,0.08008217105935722,0.6621954207004553,0.23258182703047428,0.31729033714681804
100083,AI-Quiz2,1.0,2364.347561444337,2,3,0.77223811385623,0.21816535004811302,0.4247748423010656,0.7799558473899926
100084,JAVA-Q1,0.858870349618103,1859.8955210504646,1,2,0.6974011034857935,0.8350580109085303,0.31130078782769594,0.30400502232820525
100085,PYTHON-P1,0.5184010904247588,3886.651651847249,2,1,0.38853327672332333,0.5089886618099245,0.20812010773399994,0.6677768673279693
100086,JAVA-Q1,0.7911340966349456,2832.1231183750474,1,2,0.38375158195207965,0.1443035080380405,0.19248410881505307,0.509296755667632
100087,JAVA-Q1,0.8328737353628428,2819.1492791871533,0,3,0.25418057733399607,0.5169180995240228,0.5439097102692583,0.427234266492945
100088,AI-Quiz1,0.7939596570699414,2076.6193880239507,1,6,0.4269101772824374,0.2888694805899712,0.16630507738721373,0.6319939031487262
100089,AI-Quiz2,0.9092977718481134,3164.475928214086,0,2,0.0708605639907001,0.7724258627298655,0.26224532208441104,0.6320311126973359
100090,JAVA-Q1,0.3849058705230288,3066.4672688477185,2,2,0.280293823473733,0.2554849673911098,0.363091577704746,0.8296483773110948
100091,SQL-Q1,0.5707480657196347,2142.0168344743247,0,5,0.4110920927877858,0.7802511726410049,0.2059509958657272,0.15954094403021946
100092,PYTHON-P1,0.8595280330954792,2399.935716055989,0,1,0.6060542223005678,0.5278235600268965,0.45468387093518475,0.4761203046057419
100093,PYTHON-P2,0.9433483582088498,2227.597531962923,0,3,0.8129591506812963,0.7855304638137838,0.6153105819500526,0.4651476587994634
100094,AI-Quiz1,0.5258802851648628,2820.3063281748305,2,3,0.3763760471662424,0.4586049688581489,0.7304714000795318,0.33832358956500186
100095,AI-Quiz1,0.9467644977599365,3885.7486077996364,0,2,0.43081439464029936,0.27389232009156084,0.4241119750201675,0.5149262104800725
100096,AI-Quiz1,0.8442778524525492,2155.3996108789433,3,1,0.4962510319432171,0.4516637617055275,0.7466549249500777,0.2685774570200029
100097,AI-Quiz2,0.620850451157577,2214.2407265082247,0,3,0.0997246971072767,0.37970794467458796,0.8300607886661482,0.5017667242885245
100098,PYTHON-P2,0.41967245162386724,3243.9217086414733,1,1,0.6806747821624987,0.7689400286827971,0.25631465058554104,0.24950627248553925
100099,SQL-Q2,0.6159603344175935,2176.1967636403833,0,6,0.4227306379434794,0.8421363727009006,0.4941445885909004,0.5153568306986682
100100,JAVA-Q2,0.8458781107670106,4917.935203178786,2,3,0.32386117189729974,0.7340120410685821,0.3534313696119976,0.2292785499266658
100001,SQL-Q2,0.7336792655173517,2583.2382356473704,1,2,0.06482114409945151,0.8426140050610085,0.7152208655451138,0.27807425873430713
